Track,Album Name,Artist,Release Date,All Time Rank,Spotify Streams,Spotify Popularity
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,3684,35185414,68.0
River (feat. Ed Sheeran),Revival,Eminem,12/15/2017,3691,830410811,67.0
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,5/6/2022,3690,153857576,61.0
Wide Awake,538 Hitzone 63,Katy Perry,1/1/2012,3681,447997798,73.0
Eyvah Neye Yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/2023,3698,27235294,0.0
Lush Life,Lush Life,Zara Larsson,6/5/2015,3687,1429205245,78.0
Kitty,Kitty,Kenia OS,4/23/2024,3680,23061213,77.0
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,3/4/2023,3693,184580310,64.0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,8/12/2022,3694,161145820,58.0
Amapiano,Amapiano,Asake,5/23/2023,3701,68990989,63.0
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,4/25/2019,3695,208249257,58.0
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,9/20/2022,3697,179475517,2.0
Take A Bite,Take A Bite,beabadoobee,5/9/2024,3700,18634348,78.0
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/2019,3699,289196126,64.0
Me Enamorï¿,Me Enamorï¿,Shakira,1/1/2017,3685,388986035,61.0
Geri Dï¿½ï¿½nem,Geri Dï¿½ï¿½nem,Semicenk,5/5/2023,3702,111150894,67.0
Gimmie A Light,Gimmie A Light,Ice Spice,5/10/2024,3692,8734499,0.0
on the street (with J. Cole),on the street (with J. Cole),j-hope,3/3/2023,3689,183683364,63.0
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,3683,66878719,62.0
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,10/28/2016,3688,936450891,40.0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/2016,3696,516523975,67.0
I Got Love,I Got Love,MiyaGi,5/15/2018,3682,136456221,0.0
SET ME FREE,READY TO BE,TWICE,3/10/2023,3705,117186345,62.0
Say Something,Say Something,A Great Big World,11/4/2013,3714,1064534331,65.0
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,5/12/2023,3707,1617307191,0.0
Por Dentro,Por Dentro,Rels B,11/23/2023,3709,105759424,0.0
You Belong With Me,Fearless,Taylor Swift,1/1/2008,3720,643828366,66.0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,3731,818926915,77.0
Tchuco Nela,Tchuco Nela,MC Rogerinho,4/8/2022,3727,154127881,72.0
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,6/8/1999,3730,1405353677,79.0
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2/10/2015,3706,301574752,61.0
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3/10/2017,3722,921936314,56.0
One in a Million,One in a Million,Bebe Rexha,8/4/2023,3734,109868838,70.0
Playing Games,Playing Games,Summer Walker,8/23/2019,3737,177369022,58.0
Often,Ultimate R&B 2014,The Weeknd,1/1/2014,3728,982399328,73.0
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2/24/2022,3719,237867475,61.0
Better Things,Better Things - Single,aespa,8/18/2023,3738,72446983,60.0
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,9/1/2023,3715,127818826,0.0
Carnival,Carnival Pack - EP,Kanye West,2/8/2024,3711,465320426,0.0
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,12/12/2017,3716,22317486,50.0
SEVILLA,SEVILLA,Thrife,8/12/2022,3725,26054526,41.0
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,7/15/2023,3717,9015,6.0
Caramelo - Remix,Caramelo (Remix),Leoo Remix,10/1/2020,3733,144767,0.0
GHOST!,GHOST!,phonk.me,12/2/2022,3713,127080399,67.0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2/2/2024,3726,54477192,77.0
Inolvidable,Inolvidable,Ovy On The Drums,1/15/2020,3712,256133319,65.0
Lioness,Lioness,Swedish House Mafia,6/7/2024,3710,2480498,0.0
Zombie,Zombie,Bad Wolves,1/19/2018,3718,391235723,6.0
NI BIEN NI MAL,X 100PRE,Bad Bunny,12/23/2018,3735,461199840,61.0
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/23/2023,3721,132811353,66.0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,8/20/2021,3736,300361628,63.0
Candy Shop,Candy Shop,50 Cent,1/1/2005,3732,954807024,75.0
ONLY,ONLY,LeeHi,8/27/2021,3724,335212411,71.0
Avalon,Avalon,$uicideboy$,5/21/2021,3723,204669341,65.0
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,10/14/2022,3708,162996272,61.0
Esperï¿½ï¿½n,Esperï¿½ï¿½n,Manuel Turizo,12/7/2017,3729,333106545,59.0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,3/19/2013,3751,253903241,59.0
Landmines,Landmines,Sum 41,9/27/2023,3748,18708085,0.0
Flowers,Flowers (Official Video),Miley Cyrus,1/12/2023,3752,2031280633,0.0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,4/28/2023,3747,54611633,61.0
DANCE CRIP,DANCE CRIP,Trueno,11/17/2021,3754,265253887,61.0
stellar,stellar,.diedlonely,6/23/2023,3742,44235866,66.0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,5/12/2021,3740,265126606,53.0
Malibu,Malibu,Miley Cyrus,5/11/2017,3763,810044838,68.0
Skin and Bones,Skin and Bones,David Kushner,1/19/2024,3744,70354552,0.0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,9/14/2022,3746,428290193,75.0
Spinnin,Spinnin,Connor Price,10/21/2022,3741,164206429,63.0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,3/24/2017,3749,53980875,55.0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,3759,90149537,0.0
Coladin,Indï¿½ï¿½,Zï¿½ï¿½ Vaqu,10/27/2022,3760,68110254,62.0
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2/4/2019,3757,84890640,59.0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2/11/2022,3758,409608018,70.0
All By Myself,All By Myself,Alok,10/7/2022,3764,153478699,68.0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,3/2/2022,3762,302568,7.0
Joli bï¿½ï¿,Joli bï¿½ï¿,Naza,9/11/2020,3755,131677140,57.0
Time of Our Lives,Time of Our Lives,Pitbull,11/17/2014,3739,1283683926,79.0
Blood // Water,Blood / / Water,grandson,10/27/2017,3745,658966178,68.0
Famous Hoes,Famous Hoes,NLE Choppa,12/10/2019,3753,126680278,54.0
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,10/19/2023,3756,59582290,0.0
Wreckage,Wreckage,Pearl Jam,4/17/2024,3750,6247901,0.0
This Town,This Town,Niall Horan,9/29/2016,3743,957810500,74.0
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,4/28/2022,3761,181659395,62.0
Lil Bit,Lil Bit,Nelly,10/23/2020,3792,250828412,61.0
Nenas,Nenas,Anni K,11/25/2022,3790,22362,10.0
Rainy Days,Layover,V,8/11/2023,3776,253540909,70.0
Disaster,Disaster - Single,KSLV Noh,6/21/2021,3784,258379092,65.0
Feelings,Feelings,Sumit Goswami,7/7/2020,3773,42067554,54.0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,1/14/2022,3770,54488988,4.0
Los Collares,Los Collares,Oscar Maydon,9/30/2022,3769,332741927,72.0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,5/30/2024,3772,8033479,70.0
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,12/5/2008,3778,923932404,63.0
It's That Time,It's That Time,Marlon Hoffstadt,4/21/2023,3789,29365536,62.0
Do Not Climb,Do Not Climb,Claps,3/16/2023,3780,2723,0.0
Mï¿½ï¿½lanine (feat. Were,Mï¿½ï¿½la,Heuss L'enfoirï¿,5/3/2024,3786,14500608,71.0
Bakkal Amca,Bakkal Amca,Kukuli,5/10/2021,3775,5755295,36.0
Martes 13,Martes 13 - Single,Luis R Conriquez,5/17/2024,3768,12809544,0.0
Jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,Dafina Zeqiri,5/31/2024,3791,1196257,57.0
BellaBella,Bella Bella (feat. Scelo),Vanco,2/23/2017,3783,3835,1.0
Long Journey,Nostalgia,Rod Wave,9/15/2023,3765,26215354,0.0
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,1/1/2015,3782,622198235,66.0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,7/22/2022,3766,142262820,63.0
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,8/18/2023,3787,11614161,55.0
Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,11/18/2021,3771,200764254,57.0
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,8/18/2023,3779,53303131,61.0
Fed Up,ANTI-ICON,Ghostemane,10/21/2020,3785,219841054,64.0
Slide,Slide,H.E.R.,9/27/2019,3781,224529894,53.0
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,6/29/2023,3774,4527224,0.0
Be The One,Be The One,Eli Brown,3/31/2023,3777,75309953,67.0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,5/24/2024,3788,13330547,73.0
This City,Not a Hobby,Sam Fischer,1/19/2018,3767,633467655,63.0
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,4/7/2023,3801,131981248,65.0
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,9/1/2023,3818,66513420,0.0
Precision,Precision,Big Sean,3/22/2024,3795,7569031,0.0
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,9/8/2023,3820,32916107,0.0
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,4/19/2024,3804,13712090,0.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single,Jeff Satur,9/23/2022,3811,41494349,52.0
Get Back,Meet The Woo 2,Pop Smoke,2/7/2020,3800,355137565,64.0
Panic Room,Panic Room,Au/Ra,2/9/2018,3821,256361762,63.0
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,8/16/2022,3810,5101261,0.0
2002,NOW That's What I Call Music! 100,Anne-Marie,7/20/2018,3807,0,0.0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,12/28/2018,3797,417257612,62.0
Problemas de um Milionï¿½ï¿,Problemas de um Milionï¿½ï¿,WIU,4/10/2024,3806,34042262,74.0
Noticed,Noticed,Lil Mosey,7/20/2018,3819,727014998,65.0
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,5/11/2018,3809,686323132,70.0
Happy Birthday,Happy Birthday,Jovanie,3/22/2019,3793,37866,3.0
The Greatest,The Greatest,Sia,1/1/2016,3812,669427500,62.0
Ignite,Ignite,Alan Walker,5/11/2018,3815,339954855,64.0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,8/27/2021,3805,172558590,53.0
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,9/21/2023,3794,1880312,0.0
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,6/10/2022,3814,80585683,19.0
Only Fine Girl,Only Fine Girl - Single,Spyro,9/29/2023,3816,2490826,0.0
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,4/5/2024,3803,6097493,0.0
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/2020,3813,189175699,62.0
Good as Hell,Good As Hell,Lizzo,3/9/2016,3799,627625151,66.0
Caroline,Caroline,Aminï¿,3/9/2016,3802,761038233,64.0
Mon ami,Mon ami,Tiesco le sultan,10/10/2023,3808,9452,0.0
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,12/8/2023,3796,37396,0.0
Adictiva,Adictiva,Daddy Yankee,11/9/2018,3817,428271245,62.0
Kitsch,Kitsch,IVE,3/27/2023,3798,146489854,64.0
Rewrite The Stars,Rewrite The Stars,Zac Efron,11/17/2017,3823,989608207,67.0
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,8/1/2022,3836,541018402,74.0
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,7/7/2023,3842,285889664,75.0
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,3826,121721506,67.0
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,9/15/2017,3841,595564275,70.0
BLEED,BLEED - Single,The Kid LAROI,11/3/2023,3824,66555473,0.0
IDGAF,IDGAF,Lucixn,2/13/2023,3950,1577904955,0.0
Michi Teyu Ku (Overflowing),ýýýýýýýýýýýýýýý,Fujii Kaze,3/14/2024,3825,33845527,69.0
Desde Esa Noche,Desde Esa Noche,Thalia,1/29/2016,3845,322003779,59.0
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,4/10/2019,3839,763658190,66.0
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,1/7/2023,3844,39057770,27.0
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,9/25/2020,3830,278032053,63.0
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,9/24/2018,3831,115373265,60.0
Do not touch,Do not touch,MISAMO,7/14/2023,3828,65157999,57.0
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,10/16/2020,3840,113153819,65.0
Romeo Juliet - Title Song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,Akassh,3/12/2024,3833,15619,0.0
Ambition For Cash,Ambition For Cash,Key Glock,10/1/2021,3835,315336758,70.0
En Peligro de Extinciï¿½,En Peligro De Extinciï¿½,La Adictiva,5/13/2018,3832,310742518,65.0
Besito,Besito,Soy Pau,7/8/2023,3838,6220250,50.0
ýýýýýý,ýýýýýý,ýýýýýýýýýýýý,1/5/2024,3834,46945798,70.0
Be Kind (with Halsey),Manic,Marshmello,1/17/2020,3829,664972754,67.0
I GOT YOU,I GOT YOU,TWICE,2/2/2024,3843,56463608,13.0
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,10/20/2022,3822,131713257,58.0
CCC,CCC,Michelle Maciel,5/5/2023,3837,205855278,67.0
Dime,Dime,El Malilla,4/15/2024,3827,40072883,75.0
Do you like yogurt,Do you like yogurt - Single,Pierce,3/3/2023,3861,2508,1.0
Electric Love,Candy,Bï¿½ï¿,11/10/2014,3874,1088889743,75.0
MR. OCTOBER,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,3854,95925842,0.0
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,3853,92296736,0.0
Kï¿½ï¿½,Kï¿½ï¿½,Mabel Matiz,5/10/2024,3865,13060347,70.0
Jee Ni Lagda,Making Memories,Karan Aujla,8/18/2023,3871,56798458,62.0
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,4/8/2024,3862,25974901,75.0
Nira Ishq,Nira Ishq,Guri,2/21/2019,3873,102266938,61.0
lo que hay x aquï¿,lo que hay x aquï¿,Rels B,3/10/2023,3868,223617742,73.0
Los Cachos,Los Cachos - Single,Piso 21,7/8/2022,3858,281927185,63.0
Jugnu,Jugnu,Badshah,10/26/2021,3847,162005746,61.0
NADIE SABE,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,3880,86588767,0.0
nE !?,#1 - EP,Lvbel C5,4/12/2024,3859,24176156,71.0
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,8/30/2019,3869,358055646,58.0
Fim de Semana no Rio,Fim de Semana no Rio,Teto,3/30/2022,3856,174165147,61.0
Best Time,Larger Than Life,Brent Faiyaz,10/27/2023,3883,149609501,0.0
Hot N*gga,Hot N*gga,Bobby Shmurda,7/25/2014,3851,491313680,64.0
No Sufrirï¿½ï¿½ por Nadie - R,No Sufrirï¿½ï¿½ por Nadie (Re,Joaquin Guiller,3/3/2023,3872,18550706,50.0
For Tonight,For Tonight,Giveon,9/24/2021,3848,259405297,59.0
Barely Holdin' On,Barely Holdin' On,Polo G,8/18/2023,3846,49246411,59.0
Lihim,Lihim,Arthur Miguel,7/28/2023,3849,68411628,65.0
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,3882,118707702,0.0
DICE AND ROLL,DICE AND ROLL,Odetari,3/20/2024,3850,34391822,0.0
Clara Bow,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,3863,83518075,0.0
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,6/7/2024,3852,3663303,0.0
Quiï¿½ï¿½reme Mientras Se P,Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,5/1/2020,3857,467670966,66.0
About Damn Time,Special,Lizzo,7/15/2022,3881,846772236,64.0
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,6/9/2023,3878,68189858,61.0
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,3/26/2020,3860,439049524,63.0
Hallelujah,A Pentatonix Christmas,Pentatonix,10/21/2016,3885,441916342,55.0
You can't control my heart,Missing,Kurochuu,6/9/2024,3870,24071511,1.0
March Madness,56 Nights,Future,3/21/2015,3886,169574765,61.0
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,11/3/2022,3884,162054666,40.0
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,10/19/2018,3875,433664050,59.0
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,10/11/2019,3876,404692736,69.0
STARGAZING,ASTROWORLD,Travis Scott,8/3/2018,3887,740409304,70.0
WTFYM,WE DON'T TRUST YOU,Future,3/22/2024,3864,17192758,0.0
All My Life,All My Life,Falling In Reverse,6/6/2024,3879,4094651,65.0
Munch (Feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) - ,Ice Spice,8/10/2022,3855,133459011,60.0
If You Want Love,Perception,NF,10/6/2017,3877,493699616,65.0
Humpty Dumpty,Fusion In The City,Lo Greco Bros,7/22/2022,3866,0,0.0
Revenge,17,XXXTENTACION,8/25/2017,3867,1356969354,81.0
Savage Love,The Bboy Hoppers Dance Videos,Jason Derulo,5/5/2020,3921,3369,0.0
White Iverson,White Iverson,Post Malone,6/13/2013,3918,1135209969,70.0
Hola - Remix,Hola (Remix),Dalex,11/1/2019,3900,708615717,64.0
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,3892,81662552,0.0
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,1/25/2018,3891,505748520,64.0
Hoa Cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,Phong Max,4/25/2023,3912,4168391,41.0
I Know,I Know,Kanii,3/10/2023,3914,49939720,54.0
lost souls,The Melodic Blue,Baby Keem,9/22/2021,3889,206432478,64.0
Don't You Know,Don't You Know,Crosby St. Models,8/12/2022,3890,0,0.0
Hold Me Closer,Diamonds (Deluxe),Elton John,11/10/2017,3907,400479389,68.0
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,6/18/2021,3901,110101642,50.0
Girls,Girls - The 2nd Mini Album,aespa,7/8/2022,3923,115406939,62.0
Classic,MKTO,MKTO,1/1/2012,3922,1350428257,78.0
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,2/8/2022,3905,122957173,58.0
The Weekend,Ctrl,SZA,6/9/2017,3896,537523729,70.0
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,5/13/2022,3920,58523865,53.0
shipping,Follow Your Nature,great area,12/15/2022,3902,130895,25.0
Stole the Show,Stole the Show,Kygo,3/23/2015,3913,964765127,70.0
Mood - Remix,Mood (Remix),Zero Two,6/9/2021,3899,10265841,0.0
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2/12/2021,3906,198942707,56.0
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,10/6/2022,3917,3479935,29.0
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,7/28/2023,3919,72380469,63.0
Oddara (feat. Mercedes Salinas),Oddara,Overcast,7/10/2022,3888,0,0.0
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,3894,630863087,71.0
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,10/21/2021,3895,271438,21.0
"Paint It, Black",Forty Licks,The Rolling Stones,7/26/2023,3911,1196773729,0.0
Beautiful People (Stay High),Beautiful People (Stay High),The Black Keys,1/12/2024,3893,11742947,0.0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,3908,159876075,79.0
Down With Me,Down With Me,Lil Tecca,1/4/2024,3915,65300464,0.0
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,10/22/2021,3909,289013053,63.0
Pink Friday Girls,Pink Friday 2,Nicki Minaj,12/8/2023,3897,63109089,0.0
Teresa & Maria,Teresa & Maria,alyona alyona,1/11/2024,3916,31380070,73.0
Conversations,Legends Never Die,Juice WRLD,7/10/2020,3904,407701213,68.0
Rake It Up,Rake It Up,Yo Gotti,6/23/2017,3924,365789171,58.0
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,12/10/2020,3910,164788147,62.0
Sunshine,Sunshine,OneRepublic,11/10/2021,3898,426609723,73.0
Walk,Walk/Spin,Kodak Black,9/16/2022,3903,62323136,54.0
9 bis 9,9 bis 9,SIRA,5/5/2023,3935,107950388,66.0
Versace on the Floor,24K Magic,Bruno Mars,11/17/2016,3949,797648369,72.0
Bailando,Bailandome,El Jordan 23,2/10/2022,3954,138986512,61.0
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,2/24/2023,3961,13502324,42.0
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""",5/1/2020,3940,164007720,41.0
Love Me Like This,expï¿½ï¿½rgo ,NMIXX,3/21/2023,3937,96439278,64.0
Buss It,Buss It,Erica Banks,5/15/2020,3936,145000664,53.0
Five Nights at Freddy's,Five Nights at Freddy's (Original Motion Picture Soundtrack),The Newton Brothers,10/27/2023,3941,17822349,0.0
BODYGUARD,COWBOY CARTER,Beyoncï¿,3/29/2024,3956,56412921,0.0
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,7/29/2022,3938,162889846,69.0
Animals,Animals - Single,Martin Garrix,1/1/2013,3957,413855724,61.0
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,8/23/2018,3950,97600091,55.0
Uhaw,Uhaw,Dilaw,11/18/2022,3958,42862565,54.0
FRIKI,FRIKI,Feid,12/10/2021,3939,255973824,71.0
GOAT,Goat - Single,Number_i,1/1/2024,3951,34820660,66.0
Bondade de Deus,Bondade de Deus,Isaias Saad,2/21/2022,3960,91842323,63.0
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,3/10/2023,3932,240686521,75.0
NINNIN JACK,DEPARTURE,IMP.,5/29/2024,3927,207454,0.0
Love 119,Love 119,RIIZE,1/5/2024,3928,40415304,59.0
Jar of Hearts,jar of hearts,Christina Perri,7/27/2010,3945,534874667,65.0
UP,UP,INNA,10/29/2021,3944,35440292,49.0
Gotta Move On (feat. Bryson Tiller),The Love Album: Off the Grid (Extended),Diddy,9/20/2023,3934,44931644,0.0
Chasing Game,Various Worldwide IV,Nick Hanzo,7/1/2022,3946,0,0.0
LOS APARATOS,LOS APARATOS,El Alfa,8/3/2022,3943,137720938,65.0
ýýQuýý Nos Pasýý?,ýýQuýý Nos Pasýý? - Single,Anuel AA,5/26/2022,3926,161990851,68.0
I Won't Give Up,Chï¿½ï¿½rie Summer ,Jason Mraz,1/1/2012,3925,850863163,62.0
I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,Clinton Kane,8/20/2021,3959,416972132,63.0
Tapï¿½ï¿½o Na ,Som No Talo,Raï¿½ï¿½ Saia Ro,1/22/2021,3933,196159389,53.0
Angry,Angry,The Rolling Stones,9/6/2023,3953,31185560,0.0
SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator",6/25/2021,3947,269671235,69.0
Yes I'm A Mess,Yes I'm A Mess,AJR,9/29/2023,3948,43940810,0.0
Try,NRJ Hit List 2012 Vol 2,P!nk,1/1/2012,3955,662971898,74.0
Saiyaan Ji,Saiyaan Ji,Yo Yo Honey Singh,1/27/2021,3942,39793463,48.0
VVS Switch,VVS Switch,Pressure 9X19,10/10/2023,3929,44343451,0.0
Can I Call You Tonight?,Can I Call You Tonight?,Dayglow,1/26/2018,3930,596164214,71.0
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,7/21/1987,3931,1879386440,80.0
DISPO,DISPO,KAROL G,8/10/2023,3952,113567783,68.0
Obsessed,Obsessed,Riar Saab,9/29/2022,3972,161366691,64.0
Here We Go (Uh Oh),Here We Go (Uh Oh),Coco Jones,5/3/2024,3978,3459469,0.0
Madrid City,Madrid City,Ana Mena,9/29/2023,3966,64860954,0.0
